fid;DN;a_quilômetros quadrados;p_quilômetros
1256;15;0.01;0.47
1257;21;0.01;0.58
1258;21;0;0.23
1259;21;0;0.23
1260;21;0.03;0.86
1261;3;0.01;0.63
1262;33;0;0.17
1263;21;0;0.29
1264;21;0;0.17
1265;21;0;0.12
1266;21;0;0.12
1267;21;0;0.12
1268;15;0.01;0.46
1269;21;0;0.12
1270;15;0.18;4.39
1271;3;0.01;0.58
1272;15;0.07;1.39
1273;21;0.05;1.67
1274;21;0;0.17
1275;3;0;0.4
1276;21;0;0.34
1277;21;0;0.17
1278;25;0;0.12
1279;3;0.14;2.14
1280;33;0;0.29
1281;15;0.02;0.69
1282;15;0.25;4.38
1283;21;0;0.23
1284;15;0.01;0.35
1285;25;0;0.23
1286;21;0;0.17
1287;21;0;0.34
1288;21;0.04;1.21
1289;3;0;0.23
1290;21;0;0.12
1291;21;0.01;0.58
1292;21;0;0.12
1293;3;0.06;1.56
1294;21;0.04;1.67
1295;15;0.04;1.45
1296;21;0.02;0.7
1297;21;0.03;1.33
1298;21;0.04;1.5
1299;21;0.02;0.63
1300;21;0;0.29
1301;21;0;0.23
1302;21;0;0.23
1303;21;0;0.17
1304;3;0.01;0.64
1305;3;0.02;0.69
1306;15;0.03;0.86
1307;3;0;0.41
1308;21;0;0.35
1309;3;0;0.23
1310;21;0.05;1.73
1311;21;0;0.12
1312;21;0;0.12
1313;25;0;0.12
1314;3;0.01;0.46
1315;21;0;0.12
1316;33;0;0.12
1317;21;0;0.12
1318;3;0;0.17
1319;21;0;0.28
1320;15;0;0.29
1321;21;0.06;2.49
1322;21;0;0.23
1323;21;0;0.12
1324;3;0;0.17
1325;15;0;0.28
1326;21;0.04;1.84
1327;21;0;0.23
1328;15;0.03;0.92
1329;21;0.06;1.73
1330;15;0.01;0.63
1331;21;0;0.23
1332;33;0.01;0.52
1333;21;0;0.17
1334;21;0;0.17
1335;21;0;0.12
1336;21;0;0.4
1337;21;0;0.12
1338;3;0;0.17
1339;21;0;0.23
1340;21;0;0.12
1341;21;0;0.12
1342;3;0.1;2.18
1343;21;0.05;1.96
1344;24;0.14;3.11
1345;12;0.02;0.92
1346;3;0.01;0.46
1347;21;0;0.29
1348;3;0;0.29
1349;21;0;0.17
1350;21;0.01;0.46
1351;3;0;0.12
1352;21;0;0.17
1353;33;0;0.23
1354;3;0;0.17
1355;3;0;0.12
1356;21;0.03;1.09
1357;21;0;0.12
1358;12;0;0.12
1359;3;0;0.12
1360;15;0.06;1.26
1361;21;0.01;0.46
1362;21;0.01;0.58
1363;11;0.01;0.46
1364;15;0;0.29
1365;21;0;0.34
1366;21;0;0.12
1367;3;0;0.17
1368;21;0;0.12
1369;3;0;0.12
1370;15;0;0.12
1371;21;0;0.12
1372;21;0.01;0.58
1373;21;0.01;0.58
1374;12;0.02;0.92
1375;3;0;0.17
1376;15;0.01;0.57
1377;3;0;0.12
1378;21;0;0.12
1379;21;0;0.12
1380;3;0;0.12
1381;12;0;0.12
1382;21;0;0.12
1383;21;0;0.12
1384;21;0;0.12
1385;21;0;0.12
1386;21;0.18;5.84
1387;15;0.1;1.84
1388;15;0.1;3.05
1389;12;0.14;3.23
1390;21;0.05;1.78
1391;24;0.75;15.78
1392;21;0.01;0.4
1393;15;0;0.23
1394;3;0;0.12
1395;21;0;0.12
1396;25;0;0.12
1397;3;0;0.12
1398;21;0;0.12
1399;15;0.01;0.4
1400;21;0;0.12
1401;21;0;0.12
1402;21;0.02;0.8
1403;21;0.02;1.16
1404;15;0.05;1.27
1405;21;0.01;0.57
1406;21;0;0.12
1407;21;0;0.12
1408;15;0;0.12
1409;21;0;0.12
1410;12;0;0.12
1411;15;0;0.12
1412;21;0;0.12
1413;21;0.06;2.37
1414;15;0.04;1.33
1415;21;0.08;3.07
1416;25;0;0.17
1417;3;0;0.17
1418;21;0;0.12
1419;21;0;0.12
1420;21;0;0.12
1421;15;0;0.12
1422;12;0;0.12
1423;21;0;0.12
1424;3;0;0.23
1425;21;0;0.35
1426;21;0;0.12
1427;21;0;0.12
1428;3;0.06;1.8
1429;24;0.04;1.15
1430;15;0.01;0.41
1431;3;0.02;0.98
1432;3;0.03;0.98
1433;21;0;0.23
1434;21;0;0.17
1435;21;0.01;0.64
1436;21;0;0.17
1437;3;0;0.12
1438;21;0;0.12
1439;15;0.01;0.52
1440;21;0;0.12
1441;21;0;0.17
1442;21;0;0.23
1443;21;0;0.12
1444;21;0;0.12
1445;15;0.05;1.21
1446;25;0.01;0.81
1447;21;0;0.29
1448;21;0;0.4
1449;11;0;0.35
1450;21;0.01;0.64
1451;21;0;0.17
1452;21;0;0.12
1453;21;0;0.12
1454;3;0.01;0.69
1455;21;0.07;1.95
1456;3;0.01;0.35
1457;15;0.01;0.63
1458;12;0.06;1.43
1459;15;0;0.35
1460;25;0;0.29
1461;21;0.03;1.15
1462;21;0;0.17
1463;21;0;0.28
1464;21;0;0.17
1465;21;0;0.17
1466;21;0;0.12
1467;15;0.02;0.81
1468;21;0.2;5.71
1469;21;0.02;1.09
1470;15;0;0.23
1471;21;0;0.17
1472;21;0;0.17
1473;21;0.01;0.52
1474;24;0.04;1.44
1475;21;0;0.23
1476;21;0.01;0.63
1477;21;0;0.34
1478;15;0;0.12
1479;21;0;0.12
1480;21;0;0.12
1481;3;4.39;41.71
1482;21;0.21;6.68
1483;21;0.01;0.63
1484;21;0.65;16.6
1485;12;0.01;0.75
1486;15;0.09;2.3
1487;11;0;0.35
1488;21;0;0.17
1489;21;0;0.12
1490;15;0;0.12
1491;3;0;0.17
1492;21;0;0.12
1493;3;0;0.12
1494;21;0;0.12
1495;21;0;0.12
1496;3;0.03;1.09
1497;21;0.01;0.58
1498;3;0.03;1.03
1499;21;0.01;0.35
1500;21;0.01;0.35
1501;21;0;0.23
1502;21;0;0.12
1503;21;0;0.12
1504;15;0;0.29
1505;3;0;0.23
1506;15;0;0.12
1507;15;0.01;0.46
1508;21;0;0.12
1509;21;0.12;2.94
1510;3;0.02;1.16
1511;21;0.06;2.3
1512;21;0.01;0.52
1513;15;0.01;0.46
1514;21;0.06;1.79
1515;21;0.01;0.52
1516;21;0;0.34
1517;15;0;0.23
1518;3;0;0.23
1519;3;0;0.12
1520;3;0;0.17
1521;3;0;0.12
1522;21;0;0.12
1523;12;0.01;0.52
1524;3;0.59;8.58
1525;21;0.02;0.86
1526;3;0.02;0.92
1527;3;0.04;1.32
1528;21;0;0.29
1529;21;0;0.17
1530;15;0;0.17
1531;21;0;0.17
1532;3;0;0.12
1533;21;0;0.17
1534;21;0;0.12
1535;3;0;0.12
1536;21;0;0.12
1537;15;0.66;7.58
1538;21;0.04;1.39
1539;21;0.01;0.35
1540;3;0.01;0.4
1541;12;0.01;0.52
1542;3;0;0.17
1543;21;0;0.12
1544;3;0;0.17
1545;21;0;0.12
1546;21;0;0.17
1547;21;0.05;1.66
1548;3;0.03;1.09
1549;15;0;0.23
1550;21;0;0.17
1551;3;0;0.23
1552;21;0;0.23
1553;15;0;0.29
1554;21;0;0.28
1555;3;0;0.17
1556;3;0;0.12
1557;21;0;0.17
1558;21;0;0.17
1559;21;0;0.28
1560;3;0.02;0.86
1561;21;0.05;1.95
1562;15;0.01;0.46
1563;3;0.02;0.81
1564;3;0;0.23
1565;21;0;0.17
1566;21;0;0.23
1567;21;0;0.12
1568;21;0;0.12
1569;3;0;0.17
1570;15;0.05;2.06
1571;15;0.04;1.67
1572;21;0;0.23
1573;33;0;0.17
1574;11;0;0.23
1575;3;0.03;1.26
1576;21;0.02;1.14
1577;21;0;0.17
1578;15;0;0.17
1579;3;0;0.17
1580;15;0.04;1.34
1581;3;0.02;0.69
1582;21;0.13;3.47
1583;3;0;0.12
1584;33;0;0.12
1585;3;0;0.12
1586;21;0.01;0.7
1587;3;0.06;1.72
1588;21;0;0.29
1589;3;0.01;0.4
1590;21;0.17;6.17
1591;15;0.01;0.8
1592;21;0.01;0.46
1593;33;0;0.23
1594;12;0.01;0.64
1595;3;0.05;1.55
1596;15;0;0.4
1597;21;0.01;0.74
1598;3;0;0.12
1599;33;0;0.12
1600;3;0;0.12
1601;21;0;0.17
1602;15;0.07;1.38
1603;24;0.06;1.79
1604;21;0.05;1.38
1605;3;0.01;0.46
1606;21;0;0.12
1607;3;0;0.35
1608;3;0;0.17
1609;3;0;0.41
1610;3;0;0.12
1611;15;0.02;0.99
1612;15;0;0.12
1613;21;0.04;1.73
1614;12;0.08;2.24
1615;21;0.08;2.25
1616;25;0;0.35
1617;15;0.03;1.08
1618;15;0;0.35
1619;21;0;0.17
1620;21;0.01;0.35
1621;21;0;0.12
1622;3;0;0.17
1623;21;0.02;0.98
1624;21;0;0.17
1625;11;0;0.17
1626;12;0.01;0.46
1627;15;0.01;0.69
1628;21;0;0.12
1629;15;0.04;1.1
1630;3;0.58;10.17
1631;3;0.01;0.52
1632;25;0;0.4
1633;21;0.02;0.69
1634;3;0.01;0.46
1635;21;0;0.12
1636;21;0;0.17
1637;21;0;0.12
1638;3;0;0.17
1639;15;0.06;1.68
1640;15;0.22;3.28
1641;3;0.02;0.69
1642;21;0.01;0.52
1643;21;0.03;0.75
1644;21;0.05;2.31
1645;21;0.01;0.58
1646;21;0;0.23
1647;21;0.02;0.75
1648;21;0.01;0.46
1649;3;0;0.29
1650;21;0;0.12
1651;21;0;0.12
1652;21;0;0.12
1653;15;0;0.17
1654;21;0;0.12
1655;21;0.03;1.63
1656;3;0.02;0.81
1657;15;0.01;0.52
1658;21;0;0.35
1659;21;0.01;0.52
1660;21;0;0.17
1661;21;0;0.23
1662;21;0;0.17
1663;21;0.01;0.46
1664;21;0;0.29
1665;21;0.03;1.38
1666;21;0;0.12
1667;3;0;0.12
1668;21;0;0.12
1669;3;0;0.12
1670;3;0.01;0.75
1671;3;0;0.29
1672;21;0.01;0.4
1673;3;0.04;1.73
1674;15;0.03;1.04
1675;15;0.01;0.52
1676;15;0.06;1.27
1677;21;0.04;1.27
1678;3;0;0.29
1679;15;0.13;2.08
1680;11;0;0.29
1681;25;0.01;0.35
1682;21;0.01;0.4
1683;15;0.01;0.63
1684;21;0.01;0.52
1685;3;0.01;0.4
1686;21;0.01;0.4
1687;15;0.01;0.34
1688;21;0;0.17
1689;21;0;0.12
1690;21;0;0.12
1691;21;0;0.12
1692;33;0;0.12
1693;21;0;0.12
1694;3;0.02;1.04
1695;21;0;0.17
1696;12;0;0.23
1697;21;0.01;0.52
1698;3;0;0.17
1699;15;0.01;0.46
1700;12;0;0.12
1701;21;0.01;0.53
1702;21;0;0.12
1703;3;0;0.12
1704;25;0;0.17
1705;21;0;0.12
1706;15;0;0.12
1707;21;0;0.12
1708;21;0;0.12
1709;21;0;0.12
1710;3;0.03;1.61
1711;15;0.04;1.27
1712;21;0.01;0.46
1713;21;0.01;0.57
1714;21;0;0.29
1715;21;0;0.17
1716;21;0;0.17
1717;3;0.02;0.69
1718;12;0.01;0.46
1719;3;0;0.12
1720;21;0;0.12
1721;33;0;0.12
1722;3;0;0.12
1723;21;0;0.12
1724;21;0;0.12
1725;21;0;0.23
1726;21;0.01;0.64
1727;3;0.49;6.58
1728;21;0;0.35
1729;21;0.04;1.1
1730;21;0.01;0.4
1731;21;0.01;0.46
1732;21;0.01;0.87
1733;15;0.02;0.81
1734;21;0;0.12
1735;21;0;0.12
1736;21;0;0.12
1737;21;0.01;0.57
1738;21;0;0.28
1739;21;0;0.12
1740;3;0;0.12
1741;21;0.02;0.75
1742;21;0.01;0.4
1743;15;0.01;0.4
1744;15;0.01;0.46
1745;21;0;0.23
1746;21;0;0.29
1747;3;0.01;0.35
1748;21;0.01;0.46
1749;21;0;0.12
1750;21;0;0.12
1751;21;0;0.12
1752;21;0;0.12
1753;21;0;0.12
1754;21;0;0.12
1755;3;0;0.12
1756;21;0.26;5.53
1757;21;0.11;4.49
1758;21;0.19;6.05
1759;3;0.03;0.98
1760;21;0.02;1.32
1761;21;0.01;0.52
1762;21;0.01;0.52
1763;21;0.01;0.52
1764;21;0;0.29
1765;33;0.01;0.4
1766;21;0;0.23
1767;25;0;0.12
1768;21;0;0.12
1769;11;0;0.12
1770;21;0;0.12
1771;21;0;0.12
1772;21;0;0.34
1773;21;0.08;2.19
1774;21;0;0.12
1775;15;0.11;1.9
1776;21;0.01;0.41
1777;15;0.03;1.04
1778;12;0.23;3.24
1779;15;0.06;1.61
1780;21;0.01;0.4
1781;21;0;0.17
1782;21;0.01;0.4
1783;15;0.01;0.46
1784;21;0;0.12
1785;21;0;0.12
1786;21;0;0.12
1787;21;0;0.12
1788;3;0;0.12
1789;3;0;0.12
1790;21;0;0.4
1791;15;0.02;0.86
1792;3;0;0.4
1793;21;0;0.29
1794;15;0;0.35
1795;3;0.18;4.32
1796;15;0.02;0.8
1797;21;0;0.12
1798;21;0;0.12
1799;21;0;0.12
1800;21;0;0.17
1801;21;0;0.12
1802;3;0.12;2.87
1803;12;0.08;1.57
1804;3;0.02;0.69
1805;3;0.01;0.47
1806;21;0.05;1.27
1807;21;0.04;1.21
1808;21;0.02;0.75
1809;21;0.02;0.8
1810;21;0;0.23
1811;3;0.01;0.75
1812;3;0.01;0.58
1813;21;0;0.17
1814;3;0.01;0.81
1815;21;0.01;0.35
1816;21;0.01;0.52
1817;21;0;0.12
1818;21;0;0.12
1819;3;0.02;1.22
1820;21;0.03;1.21
1821;21;0.01;0.58
1822;15;0;0.23
1823;3;0.01;0.58
1824;21;0;0.17
1825;3;0;0.12
1826;11;0;0.12
1827;3;0;0.12
1828;21;0;0.12
1829;21;0.09;3
1830;15;0.1;2.41
1831;25;0.05;1.21
1832;3;0.02;0.69
1833;15;0.01;0.52
1834;21;0.9;21.65
1835;12;0.02;0.93
1836;3;2.3;27.3
1837;21;0;0.12
1838;11;0;0.12
1839;21;0;0.28
1840;3;0.01;0.63
1841;21;0;0.17
1842;21;0;0.12
1843;12;0;0.17
1844;21;0;0.29
1845;3;0;0.17
1846;3;0;0.12
1847;21;0.02;0.98
1848;21;0.02;0.98
1849;15;0.05;1.45
1850;21;0.01;0.46
1851;15;0.19;3.77
1852;21;0;0.17
1853;21;0;0.17
1854;21;0;0.12
1855;33;0;0.12
1856;33;0;0.12
1857;21;0;0.35
1858;3;0;0.12
1859;21;0;0.12
1860;21;0;0.12
1861;21;0;0.12
1862;3;0.12;2.77
1863;3;0.28;3.8
1864;12;0.04;1.04
1865;21;0.02;0.75
1866;21;0.01;0.57
1867;3;0.01;0.46
1868;3;0.02;0.8
1869;24;0.11;3.33
1870;21;0.02;1.03
1871;21;0.01;0.46
1872;15;0.01;0.46
1873;21;0;0.12
1874;33;0;0.12
1875;21;0;0.12
1876;21;0;0.4
1877;21;0;0.12
1878;21;0;0.12
1879;3;0;0.12
1880;15;0.15;2.99
1881;15;0.2;4.08
1882;21;0.06;2.81
1883;21;0.05;1.73
1884;12;0.01;0.69
1885;21;0.08;2.48
1886;21;0.01;0.35
1887;24;0.04;1.16
1888;21;0;0.23
1889;15;0.01;0.58
1890;21;0;0.12
1891;21;0;0.23
1892;21;0;0.12
1893;21;0.04;2.01
1894;21;0.02;1.04
1895;15;0.04;1.21
1896;15;0.04;1.15
1897;21;0.04;1.03
1898;12;0.06;1.45
1899;21;0.01;0.63
1900;21;0.03;1.15
1901;21;0;0.23
1902;12;0;0.17
1903;3;0;0.17
1904;21;0;0.23
1905;15;0;0.17
1906;15;0.72;7.21
1907;21;0.01;0.93
1908;12;0.41;5.54
1909;24;0.03;1.38
1910;21;0.01;0.35
1911;11;0.01;0.35
1912;15;0.01;0.52
1913;21;0;0.23
1914;21;0;0.12
1915;21;0;0.17
1916;21;0;0.17
1917;21;0;0.17
1918;3;0;0.12
1919;21;0.06;1.67
1920;3;0.21;3.78
1921;21;0;0.35
1922;3;0;0.17
1923;12;0;0.12
1924;3;0;0.12
1925;3;0;0.23
1926;21;0.71;18.73
1927;3;0.09;1.96
1928;21;0.09;2.88
1929;21;0.01;0.64
1930;21;0.02;0.86
1931;21;0.02;0.92
1932;15;0.01;0.46
1933;12;0.02;0.63
1934;21;0.04;1.39
1935;12;0;0.23
1936;21;0.01;0.52
1937;21;0;0.12
1938;15;0;0.12
1939;15;0;0.12
1940;21;0;0.12
1941;12;0;0.12
1942;3;0;0.12
1943;21;0;0.12
1944;12;0;0.12
1945;21;0.04;1.33
1946;12;0.1;2.01
1947;15;0.01;0.52
1948;15;0.01;0.4
1949;21;0;0.29
1950;3;0;0.23
1951;3;0.01;0.4
1952;21;0.01;0.52
1953;21;0.01;0.4
1954;15;0;0.23
1955;21;0;0.23
1956;21;0;0.12
1957;21;0;0.28
1958;21;0;0.17
1959;3;0;0.12
1960;12;0.03;1.05
1961;3;0;0.12
1962;21;0.01;0.8
1963;3;0;0.12
1964;12;0;0.12
1965;12;0;0.12
1966;21;0;0.17
1967;3;0;0.12
1968;21;0.01;0.41
1969;3;0.01;0.63
1970;21;0.01;0.41
1971;21;0.01;0.41
1972;3;0;0.23
1973;15;0.14;2.41
1974;3;0;0.23
1975;21;0.01;0.58
1976;12;0;0.35
1977;21;0;0.35
1978;3;0.01;0.53
1979;21;0;0.12
1980;21;0;0.12
1981;3;0;0.17
1982;15;0;0.23
1983;21;0;0.17
1984;21;0;0.12
1985;3;0.01;0.52
1986;12;0;0.12
1987;21;0.06;1.68
1988;21;0.13;2.71
1989;21;0.01;0.52
1990;21;0.01;0.69
1991;21;0.01;0.63
1992;15;0.01;0.35
1993;21;0;0.17
1994;15;0;0.23
1995;21;0;0.12
1996;21;0;0.17
1997;21;0;0.12
1998;12;0;0.12
1999;21;0;0.17
2000;15;0.09;2.07
2001;25;0.02;0.64
2002;15;0.01;0.69
2003;21;0.01;0.52
2004;15;1.73;24.18
2005;3;0.02;0.81
2006;21;0;0.35
2007;3;0.01;0.4
2008;15;0.01;0.34
2009;21;0;0.17
2010;21;0;0.12
2011;15;0.02;0.87
2012;21;0;0.12
2013;3;0;0.12
2014;21;0;0.17
2015;21;0;0.12
2016;21;0;0.12
2017;3;0;0.17
2018;15;0.02;0.87
2019;21;0.05;2.23
2020;3;0;0.29
2021;15;0;0.29
2022;21;0;0.17
2023;15;0.01;0.4
2024;21;0.02;0.92
2025;21;0;0.17
2026;15;0.01;0.4
2027;21;0;0.12
2028;21;0;0.12
2029;21;0;0.17
2030;3;0.05;1.67
2031;21;0.02;0.81
2032;21;0.01;0.41
2033;3;0;0.29
2034;21;0.01;0.46
2035;3;0.01;0.74
2036;9;0.01;0.52
2037;21;0.01;0.81
2038;21;0;0.29
2039;21;0.02;0.86
2040;3;0.05;1.21
2041;3;0;0.12
2042;11;0;0.34
2043;3;0;0.12
2044;21;0.03;1.38
2045;21;0;0.17
2046;21;0;0.12
2047;21;0.01;0.8
2048;3;0.01;0.52
2049;15;0.01;0.4
2050;24;0.04;1.67
2051;21;0;0.29
2052;15;0.02;0.8
2053;3;0.01;0.63
2054;21;0;0.23
2055;21;0;0.17
2056;21;0;0.12
2057;21;0;0.17
2058;9;0;0.12
2059;9;0;0.12
2060;21;0;0.12
2061;21;0;0.12
2062;21;0;0.17
2063;21;0;0.23
2064;21;0;0.23
2065;3;0;0.29
2066;3;0;0.12
2067;21;0;0.17
2068;15;2.7;25.62
2069;24;0.19;5.95
2070;21;0.04;1.04
2071;24;0.19;4.49
2072;21;0.01;0.46
2073;21;0.07;2.83
2074;33;0;0.35
2075;21;0;0.35
2076;3;0;0.17
2077;3;0;0.17
2078;12;0.02;0.93
2079;21;0;0.34
2080;15;0;0.17
2081;21;0;0.17
2082;21;0;0.12
2083;21;0;0.12
2084;3;0;0.34
2085;21;0;0.12
2086;21;0;0.12
2087;15;0.01;0.69
2088;21;0;0.35
2089;21;0;0.12
2090;15;0.12;2.71
2091;21;0.14;5.12
2092;15;0.01;0.4
2093;21;0.01;0.57
2094;21;0.01;0.92
2095;21;0.01;0.58
2096;21;0;0.17
2097;33;0;0.12
2098;3;0;0.12
2099;21;0;0.12
2100;21;0;0.12
2101;21;1.57;32.69
2102;15;0;0.12
2103;3;0.02;0.99
2104;21;0.33;7.51
2105;15;0;0.29
2106;21;0.03;1.45
2107;9;0.01;0.52
2108;21;0;0.35
2109;15;0.01;0.46
2110;21;0;0.23
2111;3;0;0.17
2112;21;0.01;0.57
2113;3;0;0.12
2114;21;0;0.12
2115;3;0;0.12
2116;21;0;0.12
2117;21;0;0.29
2118;15;0.04;0.98
2119;15;0.03;0.98
2120;21;0.01;0.52
2121;21;0;0.35
2122;15;0.04;1.21
2123;3;0;0.35
2124;15;0;0.29
2125;3;0;0.17
2126;21;0.01;0.4
2127;3;0.04;1.44
2128;3;0.03;0.98
2129;21;0;0.12
2130;21;0;0.12
2131;21;0;0.12
2132;21;0;0.12
2133;21;0;0.12
2134;21;0;0.12
2135;15;0.14;3.25
2136;21;0.18;5.59
2137;3;0.04;1.21
2138;21;0.02;0.98
2139;21;0.01;0.41
2140;12;0.02;0.86
2141;21;0.01;0.4
2142;21;0.04;1.38
2143;15;0.02;0.69
2144;21;0.03;1.78
2145;21;0;0.23
2146;21;0;0.12
2147;3;0;0.4
2148;21;0;0.17
2149;3;0;0.17
2150;3;0;0.12
2151;21;0;0.17
2152;21;0.02;1.15
2153;3;0.07;2.3
2154;3;0.01;0.4
2155;21;0;0.23
2156;21;0;0.23
2157;21;0.01;0.4
2158;15;0;0.23
2159;21;0.06;2.02
2160;21;0;0.23
2161;24;0.08;2.35
2162;21;0;0.12
2163;11;0;0.12
2164;21;0;0.35
2165;21;0;0.23
2166;12;0;0.12
2167;3;0.04;1.5
2168;21;0.04;1.45
2169;21;0.06;2.07
2170;15;0.01;0.63
2171;15;0.12;2.71
2172;3;0.01;0.58
2173;21;0.06;3.04
2174;21;0.05;1.33
2175;33;0;0.23
2176;21;0;0.23
2177;12;0.01;0.63
2178;3;0;0.17
2179;21;0.01;0.52
2180;21;0;0.28
2181;21;0;0.28
2182;21;0;0.28
2183;21;0;0.12
2184;15;0;0.28
2185;3;0.07;1.38
2186;15;0.01;0.64
2187;3;0;0.17
2188;21;0;0.17
2189;3;0;0.17
2190;21;0;0.17
2191;3;0;0.17
2192;3;0;0.12
2193;21;0;0.12
2194;21;0;0.17
2195;3;0;0.12
2196;3;0;0.23
2197;12;0;0.12
2198;15;0;0.12
2199;3;0;0.12
2200;21;0;0.12
2201;9;0;0.29
2202;21;1.56;35.7
2203;24;0.02;0.87
2204;15;0.16;2.93
2205;15;0.22;3.85
2206;21;0;0.35
2207;33;0;0.29
2208;3;0.01;0.52
2209;21;0.01;0.4
2210;15;0;0.23
2211;21;0;0.12
2212;3;0;0.12
2213;3;0;0.12
2214;21;0;0.12
2215;21;0;0.12
2216;21;0;0.12
2217;21;0;0.17
2218;21;0;0.12
2219;9;0;0.12
2220;3;0.17;3.4
2221;21;0.01;0.58
2222;21;0.01;0.69
2223;21;0.02;1.2
2224;21;0.01;0.46
2225;3;0;0.23
2226;3;0.01;0.52
2227;3;0;0.17
2228;21;0.03;1.27
2229;21;0.01;0.34
2230;15;0;0.17
2231;11;0;0.12
2232;33;0;0.12
2233;21;0;0.12
2234;15;0.04;1.27
2235;21;0;0.17
2236;21;0;0.12
2237;21;0.35;7.96
2238;12;0.08;2.01
2239;25;0.01;0.58
2240;3;1.32;13.06
2241;15;0.08;2.41
2242;21;0;0.29
2243;21;0;0.29
2244;3;0;0.29
2245;33;0;0.17
2246;21;0.36;8.6
2247;21;0;0.17
2248;3;0;0.12
2249;21;0;0.12
2250;21;0.32;8.29
2251;21;0;0.12
2252;21;0;0.12
2253;21;0;0.12
2254;15;0.01;0.46
2255;3;0;0.29
2256;3;0;0.12
2257;21;0;0.17
2258;15;0.02;0.7
2259;15;0.01;0.58
2260;15;0.26;4.44
2261;21;0.01;0.52
2262;3;0.03;0.98
2263;21;0.01;0.58
2264;25;0;0.29
2265;3;0;0.34
2266;21;0;0.17
2267;21;0;0.17
2268;15;0.09;1.96
2269;21;0;0.17
2270;21;0;0.12
2271;21;0;0.17
2272;21;0;0.12
2273;15;0.29;4.15
2274;21;0.01;0.69
2275;33;0;0.17
2276;3;0;0.17
2277;3;0;0.12
2278;21;0;0.12
2279;21;0;0.12
2280;15;0.17;2.3
2281;21;0.24;8.41
2282;15;0.02;0.75
2283;21;0.02;0.97
2284;3;0.04;1.27
2285;3;0.01;0.52
2286;3;0.01;0.75
2287;25;0;0.34
2288;21;0.01;0.4
2289;21;0;0.29
2290;3;0;0.12
2291;21;0.02;1.04
2292;15;0;0.35
2293;21;0.17;4.78
2294;21;0.01;0.58
2295;3;0;0.29
2296;21;0;0.23
2297;15;0.01;0.51
2298;21;0.01;0.34
2299;15;0.01;0.52
2300;21;0.01;0.63
2301;21;0.04;1.62
2302;21;0;0.12
2303;21;0;0.17
2304;15;0.1;2.35
2305;15;0.02;0.86
2306;3;0;0.35
2307;3;0.01;0.58
2308;21;0;0.29
2309;21;0.01;0.46
2310;21;0;0.23
2311;3;0;0.23
2312;21;0;0.17
2313;3;2.34;22.76
2314;21;0;0.12
2315;21;0;0.12
2316;3;0;0.12
2317;21;0;0.12
2318;3;0.01;0.63
2319;21;0;0.23
2320;15;0;0.12
2321;15;0.71;9.9
2322;21;0.02;0.81
2323;3;0.02;0.63
2324;21;0;0.17
2325;15;0;0.4
2326;15;0;0.17
2327;15;0;0.29
2328;11;0;0.12
2329;21;0;0.12
2330;21;0;0.12
2331;3;0.01;0.8
2332;12;0.02;0.98
2333;21;0.04;1.49
2334;3;0.4;9.5
2335;21;0.08;2.47
2336;21;0;0.35
2337;15;0;0.23
2338;15;0;0.17
2339;11;0;0.12
2340;21;0;0.12
2341;21;0;0.12
2342;21;0;0.12
2343;3;0;0.12
2344;15;0;0.12
2345;21;0;0.17
2346;21;0;0.41
2347;12;0.01;0.64
2348;15;0.01;0.57
2349;21;0.01;0.75
2350;15;0.02;0.75
2351;21;0;0.17
2352;3;0.05;1.65
2353;15;0;0.29
2354;21;0;0.23
2355;15;0.01;0.52
2356;21;0;0.12
2357;21;0;0.17
2358;21;0;0.12
2359;21;0;0.12
2360;21;0;0.12
2361;21;0;0.12
2362;3;0.12;2.64
2363;3;0.14;3.06
2364;15;0.02;0.87
2365;3;0.06;1.21
2366;12;0.1;2.42
2367;15;0.01;0.64
2368;3;0.05;1.49
2369;15;0.01;0.35
2370;21;0.01;0.4
2371;21;0.07;2.83
2372;21;0;0.29
2373;21;0;0.23
2374;21;0;0.17
2375;3;0;0.12
2376;3;0.11;2.71
2377;3;0.01;0.47
2378;3;0.01;0.41
2379;12;0.01;0.63
2380;21;0.01;0.57
2381;21;0.01;0.52
2382;3;0.01;0.46
2383;15;0.01;0.46
2384;21;0;0.17
2385;21;0;0.12
2386;21;0;0.34
2387;21;0;0.12
2388;21;0;0.12
2389;3;0;0.12
2390;21;0.03;1.21
2391;21;0;0.12
2392;21;0.28;8.46
2393;3;1.42;18.71
2394;21;0.04;1.55
2395;3;0.02;1.15
2396;3;0;0.35
2397;21;0.01;0.35
2398;21;0.01;0.46
2399;15;0.01;0.4
2400;21;0;0.23
2401;21;0;0.29
2402;11;0.01;0.4
2403;21;0;0.17
2404;15;0.02;0.8
2405;21;0.01;0.52
2406;21;0;0.12
2407;21;0;0.12
2408;21;0;0.12
2409;21;0;0.17
2410;3;0;0.12
2411;3;0;0.12
2412;21;0;0.12
2413;15;0.14;2.13
2414;3;0.62;11.6
2415;21;0.08;2.77
2416;21;0.04;1.6
2417;3;0.01;0.46
2418;21;0.02;0.69
2419;21;0.01;0.34
2420;3;0;0.23
2421;21;0;0.17
2422;21;0;0.12
2423;21;0;0.12
2424;21;0;0.12
2425;21;0;0.12
2426;21;0;0.12
2427;15;0;0.29
2428;21;0;0.12
2429;3;0;0.17
2430;21;0;0.12
